-3.284,-8.0788,-5.5037,6.9228,3.4915,-5.6566,1.6335,4.1614,-3.1609,6.2887
-3.6168,6.2108,5.5731,-8.4407,-8.0476,0.36068,0.93441,-4.8619,6.0925,-1.3768
-7.797,1.9567,1.2454,-2.5264,4.7629,9.7961,3.4397,7.1436,-3.5573,1.9513
-7.8323,7.2223,4.8872,-9.054,-5.7057,5.8143,-7.2695,-5.85,-2.9156,-5.7198
5.129,6.4824,-7.1579,-9.5554,-0.30951,2.7277,8.6967,-5.0054,4.4747,-9.993
5.2635,-5.9404,3.8034,-6.1412,-5.8344,2.9489,-7.1199,-9.2859,6.3948,0.77369
-1.7564,3.2842,-5.3569,1.5976,4.6324,-7.5138,-9.5562,2.5972,-5.9425,5.865
1.508,-4.0028,-6.7721,-0.17365,-3.0877,-8.1886,1.5609,8.5744,-7.1001,-7.0618
4.292,-6.7262,6.1478,-2.834,1.2575,1.6312,-1.7253,-6.1415,5.8778,-8.9758
-3.7239,-3.155,-0.4448,-6.0064,-6.322,-4.6927,-8.8802,-7.5424,-9.1636,2.1136
3.4038,-1.7661,1.2657,-9.9333,0.095192,4.2966,-3.701,-3.0831,4.4946,-4.116
3.8199,4.9879,4.4233,-8.741,-2.8791,2.4328,0.075894,-4.3913,-8.4875,0.19669
-9.9657,-4.3805,9.5445,-7.122,-2.2236,9.9073,5.6315,-4.4078,-6.4938,3.9904
7.4347,6.7687,-5.3314,-5.517,-6.7171,-5.4497,-8.0571,-5.4428,-6.3993,-6.4995
-1.2029,-5.5152,1.7314,-7.1633,-7.5947,-2.1541,1.039,4.8403,6.1246,8.8085
-0.67885,-5.1193,-5.7042,4.5957,1.1204,0.20196,9.7679,6.2911,-2.7024,4.6111
-1.3347,6.6702,-5.9316,4.7653,-7.4087,8.4652,7.2933,1.0203,-5.7879,8.8987
9.0794,-4.6516,2.6236,0.81776,-8.4889,3.7345,-9.0858,3.3914,-3.768,8.8102
1.7043,-3.3897,-8.2919,-1.2739,7.046,6.7268,-5.0267,-2.8328,3.8719,6.0245
3.4508,6.6977,-4.7313,-1.1698,5.2535,-4.6727,-4.091,-3.4683,1.999,8.1338
2.9345,3.3707,-2.7344,-0.57095,-9.0772,9.7956,6.782,9.3995,4.9251,-9.1611
3.8005,3.4756,-7.688,8.8607,8.3995,9.2436,4.3945,-8.1333,-5.3611,-0.8913
3.3113,5.6068,-3.5502,3.3583,7.4482,-0.91122,3.2448,-6.8656,-7.428,-5.5372
-5.8105,8.3933,-3.1123,-0.87671,3.9691,-3.1012,-7.9734,0.16753,4.7628,-9.6126
0.35478,-6.4911,8.3085,-0.96222,-3.1019,3.8682,3.4306,-5.8408,-8.2827,9.6628
1.515,-9.6964,-8.5295,-1.5915,-9.9688,1.9378,-5.1495,4.8417,1.0477,6.9898
