6.943,-4.03,1.87,4.9094,6.8596,-4.9878,8.1074,3.9225,5.5366,9.4949
-8.6803,-2.0457,-0.12511,-5.8654,-2.7245,-5.8754,3.926,-5.8908,4.3012,-0.50216
-5.1341,7.0379,-0.81598,-5.4489,-2.7952,1.1133,9.8915,-3.7208,-2.3,-0.36122
-2.6203,4.1932,0.17407,0.088993,-2.7802,6.207,9.8126,2.4454,4.8071,6.3492
-0.31193,0.64468,-0.62454,-9.5823,-4.2538,8.4108,4.3405,-0.42475,7.0884,6.1358
-0.14033,0.94543,6.8566,-5.5948,-5.8509,8.7383,2.2381,-9.7985,8.4245,5.4142
-4.5014,-2.8957,3.8784,-3.057,-1.9844,2.8349,0.63089,-9.5692,-8.4632,3.1554
6.5502,4.724,-7.2506,6.9746,-6.0298,-2.4096,-0.49723,-4.7,-7.8044,-8.3135
3.1958,0.22809,-2.0195,-1.0171,-8.1043,-4.0727,7.2428,5.6324,-9.2066,-4.5445
6.8953,-3.874,2.2701,6.8534,2.9085,2.2989,6.2151,-2.7798,-9.6647,0.013642
7.8736,6.9934,7.9468,-9.4127,-1.9886,-8.1215,-5.3402,5.0175,-4.9784,8.6494
6.6935,9.3199,-1.9682,0.1125,7.1603,1.3658,0.18924,-5.2264,5.046,-7.6931
-1.7691,-9.6125,-7.6747,3.5998,-9.6955,-7.6311,-9.2872,5.8669,5.6735,-2.3335
2.6973,1.7629,6.7908,6.7085,-7.6986,4.9209,-6.0803,9.8647,3.7442,8.6408
-2.7229,-9.6218,5.3741,-6.9414,-9.0158,-1.1924,4.0879,-5.7057,-5.7389,2.0154
6.3802,1.3706,-4.4699,-7.8433,-2.6109,-1.8937,3.039,-8.9821,8.6335,-5.0343
6.1742,4.9303,6.6062,4.55,9.0544,-7.5223,-2.1519,-1.2075,-1.7228,-1.6298
-8.396,7.8638,-3.8203,8.2801,-1.8311,9.6531,-0.42817,-0.85928,5.6323,-2.7989
-2.6784,-7.5597,2.2755,7.144,-8.4082,-1.1036,-2.2585,6.7648,3.3602,-5.4321
4.1301,-5.2038,7.0423,2.9735,-8.6804,8.1752,-1.066,7.4091,4.3003,2.8711
9.32,-8.1857,8.921,4.627,4.5527,5.2599,-0.32656,-4.737,2.6504,2.797
0.21446,-5.7381,-1.5068,-5.8553,2.4737,-6.6424,6.2754,-3.2488,-6.4107,2.6725
-7.413,-2.0368,4.8334,-5.0709,-3.3562,-0.26496,3.9929,-9.1593,-8.4087,-0.27585
-4.995,-5.8506,-8.2039,-5.9919,-3.035,-6.147,9.4267,7.0532,-3.0965,-8.9551
-6.0649,2.7104,4.2422,8.1749,1.6332,-8.808,-3.8072,-1.6035,-9.2974,7.2849
